%ClusterID SubID  Start Stop   Delta  Z1        Z2
127 1   1.08419881   1.33450849 0   0.85741365   1.00000000 
127 1   1.33450849   2.08368992 1   0.55121485   1.00000000 
127 2   0.00000000   0.98944508 0   0.40087095   0.00000000 
127 2   0.98944508   2.31870655 0   0.43799653   0.00000000 
128 1   0.00000000   0.71213350 0   0.61344095   0.00000000 
128 1   0.71213350   0.82765834 0   0.10201123   0.00000000 
128 1   0.82765834   2.04733874 0   0.50281903   0.00000000 
128 2   0.00000000   0.23570440 0   0.85023235   1.00000000 
129 1   0.00000000   1.28231618 0   0.50806714   1.00000000 
129 2   0.00000000   1.19927327 0   0.85284962   0.00000000 
130 1   0.00000000   0.66599944 0   0.33596400   1.00000000 
130 1   0.66599944   0.98041468 1   0.54690902   1.00000000 
130 2   0.00000000   0.47067707 1   0.73939496   0.00000000 
131 1   0.00000000   1.46171557 0   0.76341358   1.00000000 
131 1   1.46171557   2.23844004 0   0.69207860   1.00000000 
131 1   2.23844004   3.41182129 0   0.76504633   1.00000000 
131 2   0.00000000   1.12531920 0   0.05438573   0.00000000 
131 2   1.12531920   1.23973449 0   0.06101259   0.00000000 
131 2   1.23973449   1.30249915 1   0.43865268   0.00000000 
132 1   0.00000000   0.08792447 0   0.45837316   0.00000000 
132 1   0.08792447   0.30596391 1   0.87776802   0.00000000 
132 2   0.00000000   0.27804088 0   0.19751622   0.00000000 
133 1   0.00000000   0.83367974 0   0.92878530   1.00000000 
133 2   0.00000000   0.51759178 0   0.66473649   0.00000000 
134 1   0.00000000   1.05358467 0   0.89938413   0.00000000 
134 1   1.05358467   2.49235756 0   0.94907646   0.00000000 
134 1   2.49235756   3.49994246 0   0.12807416   0.00000000 
134 2   0.00000000   1.14013650 1   0.44874375   0.00000000 
135 1   0.00000000   0.13864729 1   0.70755327   0.00000000 
135 2   0.00000000   1.39419690 0   0.06684131   0.00000000 
135 2   1.39419690   3.20708004 0   0.40185672   0.00000000 
135 2   3.20708004   3.63997511 0   0.00580979   0.00000000 
136 1   0.00000000   0.02783916 0   0.86107690   1.00000000 
136 2   0.00000000   1.38927426 0   0.38313262   0.00000000 
136 2   1.38927426   2.06779254 0   0.30998283   0.00000000 
136 2   2.06779254   2.14521846 0   0.88139035   0.00000000 
137 1   0.00000000   0.06440931 1   0.97774788   0.00000000 
137 2   0.00000000   1.51647836 1   0.68275762   1.00000000 
138 1   0.00000000   1.45388646 0   0.90404833   1.00000000 
138 1   1.45388646   2.24068796 0   0.34026844   1.00000000 
138 2   0.00000000   0.29174112 0   0.92485736   0.00000000 
139 1   0.00000000   0.94236762 0   0.98081631   0.00000000 
139 1   0.94236762   2.12728369 0   0.57967180   0.00000000 
139 2   0.00000000   1.10045191 0   0.17445223   1.00000000 
140 1   0.00000000   1.26765899 0   0.38615537   0.00000000 
140 1   1.26765899   1.49379712 0   0.11326230   0.00000000 
140 2   0.00000000   0.23275578 1   0.01976945   0.00000000 
141 1   0.00000000   0.93787493 0   0.88811730   1.00000000 
141 1   0.93787493   1.17547405 0   0.58737996   1.00000000 
141 2   0.00000000   0.46064941 0   0.23156331   1.00000000 
141 2   0.46064941   2.13464189 0   0.88456314   1.00000000 
141 2   2.13464189   2.58556044 0   0.85274181   1.00000000 
142 1   0.00000000   0.29381713 1   0.44399850   0.00000000 
142 2   0.00000000   0.57471289 0   0.89903974   0.00000000 
143 1   0.00000000   0.75392419 0   0.84728636   0.00000000 
143 2   0.00000000   1.80421176 0   0.34458072   0.00000000 
144 1   0.00000000   1.84889121 0   0.40865396   0.00000000 
144 1   1.84889121   2.31460907 0   0.24707143   0.00000000 
144 1   2.31460907   2.32555007 0   0.52946480   0.00000000 
144 2   0.00000000   1.63813125 0   0.01798944   1.00000000 
144 2   1.63813125   2.75953461 1   0.34854767   1.00000000 
145 1   0.00000000   0.47610299 0   0.48776499   1.00000000 
145 1   0.47610299   1.86291135 0   0.86615872   1.00000000 
145 1   1.86291135   3.52081771 0   0.52965473   1.00000000 
145 2   0.00000000   1.92980926 0   0.57605101   0.00000000 
145 2   1.92980926   2.05639038 0   0.68926392   0.00000000 
146 1   0.00000000   0.23786511 0   0.60262253   1.00000000 
146 2   0.00000000   0.53503865 0   0.12735164   1.00000000 
147 1   0.00000000   1.55311162 0   0.42847361   1.00000000 
147 2   0.00000000   1.90945198 0   0.85161998   0.00000000 
148 1   0.00000000   0.39384373 0   0.66078372   1.00000000 
148 2   0.00000000   0.04007671 1   0.75492208   0.00000000 
149 1   0.00000000   1.09548678 1   0.43358136   1.00000000 
149 2   0.00000000   2.14857235 0   0.19218218   0.00000000 
149 2   2.14857235   3.05543932 0   0.00587739   0.00000000 
149 2   3.05543932   3.34353581 0   0.78123963   0.00000000 
150 1   0.00000000   0.33326392 1   0.47950744   0.00000000 
150 2   0.00000000   0.46496711 1   0.69687425   1.00000000 
151 1   0.00000000   0.44616650 0   0.04375138   0.00000000 
151 2   0.00000000   2.42083096 0   0.22582749   0.00000000 
151 2   2.42083096   2.57488479 0   0.48264933   0.00000000 
152 1   0.00000000   2.93258285 0   0.97998637   1.00000000 
152 1   2.93258285   3.32831157 0   0.63096083   1.00000000 
152 1   3.32831157   3.73932439 0   0.55873772   1.00000000 
152 2   0.00000000   0.15677947 1   0.88992541   0.00000000 
153 1   0.00000000   0.92824014 0   0.13211864   0.00000000 
153 1   0.92824014   0.93202407 0   0.51797572   0.00000000 
153 1   0.93202407   1.53283279 0   0.61790849   0.00000000 
153 2   0.00000000   0.62950702 1   0.66195409   0.00000000 
154 1   0.00000000   0.20876228 0   0.54567825   1.00000000 
154 2   0.00000000   1.01611575 0   0.56981872   1.00000000 
155 1   0.00000000   0.36493293 0   0.95482411   1.00000000 
155 1   0.36493293   1.42772769 0   0.72882470   1.00000000 
155 1   1.42772769   1.48141163 0   0.35678941   1.00000000 
155 2   0.00000000   0.40065505 1   0.70470648   0.00000000 
156 1   0.00000000   0.27555586 0   0.43698962   1.00000000 
156 1   0.27555586   3.06371951 1   0.48448966   1.00000000 
156 2   0.00000000   1.89641112 0   0.57703902   0.00000000 
157 1   0.00000000   2.77736305 0   0.92085309   1.00000000 
157 1   2.77736305   3.14081534 0   0.77789095   1.00000000 
157 1   3.14081534   3.94216193 0   0.01323364   1.00000000 
157 2   0.00000000   0.44609999 0   0.65386872   0.00000000 
157 2   0.44609999   1.60258318 0   0.57165151   0.00000000 
157 2   1.60258318   2.67617913 0   0.74691677   0.00000000 
158 1   0.00000000   0.03301955 0   0.73989488   0.00000000 
158 1   0.03301955   0.68162412 0   0.41333191   0.00000000 
158 2   0.00000000   0.08552068 0   0.55386649   1.00000000 
159 1   0.00000000   0.08006513 1   0.72702560   1.00000000 
159 2   0.00000000   0.63036500 0   0.76954690   1.00000000 
160 1   0.00000000   1.13347769 0   0.19564451   0.00000000 
160 1   1.13347769   2.35953963 0   0.19733553   0.00000000 
160 1   2.35953963   3.22234126 0   0.61818503   0.00000000 
160 2   0.00000000   0.54940747 1   0.80089924   1.00000000 
161 1   0.00000000   0.51046968 0   0.07469730   0.00000000 
161 2   0.00000000   1.69012540 0   0.23975530   0.00000000 
161 2   1.69012540   1.93758309 0   0.56727989   0.00000000 
161 2   1.93758309   2.12560506 0   0.27318913   0.00000000 
162 1   0.00000000   0.13258202 1   0.46501190   1.00000000 
162 2   0.00000000   0.10041388 1   0.59948148   1.00000000 
163 1   0.00000000   0.05889681 1   0.64398119   0.00000000 
163 2   0.00000000   1.24656208 0   0.38343420   1.00000000 
164 1   0.00000000   2.18476875 0   0.46413468   0.00000000 
164 2   0.00000000   0.99010909 1   0.31298085   0.00000000 
165 1   0.00000000   0.84799907 0   0.77000388   1.00000000 
165 2   0.00000000   0.51628608 0   0.55436555   1.00000000 
165 2   0.51628608   1.22009981 0   0.22177470   1.00000000 
165 2   1.22009981   2.38275551 0   0.36745672   1.00000000 
166 1   0.00000000   2.82137031 0   0.51601397   0.00000000 
166 2   0.00000000   0.32974908 0   0.01578581   0.00000000 
167 1   0.00000000   0.04359246 0   0.16461297   0.00000000 
167 1   0.04359246   1.36038815 0   0.65017772   0.00000000 
167 1   1.36038815   1.41316299 0   0.53691387   0.00000000 
167 2   0.00000000   0.06046476 0   0.68808777   0.00000000 
167 2   0.06046476   0.23125795 0   0.69108171   0.00000000 
167 2   0.23125795   2.42152861 0   0.01026893   0.00000000 
168 1   0.00000000   0.18675029 0   0.00100215   0.00000000 
168 1   0.18675029   2.71220349 0   0.84313711   0.00000000 
168 1   2.71220349   3.61760787 0   0.60540070   0.00000000 
168 2   0.00000000   1.74414810 0   0.47429738   1.00000000 
168 2   1.74414810   2.69455304 0   0.51604715   1.00000000 
169 1   0.00000000   0.88827530 0   0.27424320   0.00000000 
169 2   0.00000000   0.65362054 0   0.73336423   1.00000000 
170 1   0.00000000   1.70965905 0   0.20628872   1.00000000 
170 1   1.70965905   2.23959214 0   0.09458935   1.00000000 
170 1   2.23959214   2.53095817 0   0.76322654   1.00000000 
170 2   0.00000000   0.68467801 0   0.77624569   1.00000000 
170 2   0.68467801   1.69005247 0   0.36137969   1.00000000 
171 1   0.00000000   0.03679336 0   0.28592380   1.00000000 
171 1   0.03679336   0.21803572 1   0.52122999   1.00000000 
171 2   0.00000000   0.90520646 0   0.45124720   0.00000000 
171 2   0.90520646   1.41521749 0   0.11170797   0.00000000 
172 1   0.00000000   0.95762501 0   0.70089959   1.00000000 
172 1   0.95762501   1.83405472 0   0.01948181   1.00000000 
172 1   1.83405472   3.59845099 0   0.43070719   1.00000000 
172 2   0.00000000   0.07675694 0   0.43969478   0.00000000 
173 1   0.00000000   0.20301136 1   0.14957643   0.00000000 
173 2   0.00000000   0.91983493 0   0.97091495   0.00000000 
174 1   0.00000000   0.66996319 0   0.01785194   0.00000000 
174 1   0.66996319   1.81758181 0   0.03757736   0.00000000 
174 2   0.00000000   1.16852384 0   0.84504955   1.00000000 
174 2   1.16852384   1.70963151 0   0.74784532   1.00000000 
175 1   0.00000000   1.96397933 0   0.45562658   1.00000000 
175 2   0.00000000   0.24077289 1   0.20967964   1.00000000 
176 1   0.00000000   1.16324413 0   0.12505996   1.00000000 
176 1   1.16324413   1.96647828 0   0.88273994   1.00000000 
176 2   0.00000000   2.25901435 0   0.02372038   0.00000000 
176 2   2.25901435   3.25412595 0   0.66850374   0.00000000 
176 2   3.25412595   3.31366900 0   0.54243951   0.00000000 
177 1   0.00000000   0.79002699 0   0.35981519   1.00000000 
177 1   0.79002699   1.98354491 0   0.41394946   1.00000000 
177 1   1.98354491   2.03643845 0   0.24854264   1.00000000 
177 2   0.00000000   0.03886940 1   0.96975934   0.00000000 
178 1   0.00000000   0.02658836 0   0.26145424   1.00000000 
178 1   0.02658836   0.50747017 0   0.26135816   1.00000000 
178 2   0.00000000   0.32607400 1   0.54116224   1.00000000 
179 1   0.00000000   0.95167650 1   0.58893450   0.00000000 
179 2   0.00000000   1.21822813 0   0.47535904   1.00000000 
179 2   1.21822813   2.76015359 0   0.35944904   1.00000000 
179 2   2.76015359   3.84140866 0   0.25995791   1.00000000 
180 1   0.00000000   0.41947178 1   0.58428134   0.00000000 
180 2   0.00000000   0.03333006 1   0.88969252   0.00000000 
181 1   0.00000000   0.16401104 0   0.69644601   0.00000000 
181 2   0.00000000   0.29960078 1   0.61427342   1.00000000 
182 1   0.00000000   0.95283906 0   0.69665302   1.00000000 
182 1   0.95283906   2.07916366 0   0.64725170   1.00000000 
182 2   0.00000000   0.23936591 0   0.75570965   1.00000000 
182 2   0.23936591   0.71362765 0   0.21214816   1.00000000 
183 1   0.00000000   0.09326570 0   0.87914407   1.00000000 
183 1   0.09326570   1.12382301 0   0.77430089   1.00000000 
183 1   1.12382301   2.21005225 0   0.67503371   1.00000000 
183 2   0.00000000   0.34537897 0   0.19610658   1.00000000 
183 2   0.34537897   2.69342640 1   0.96332435   1.00000000 
184 1   0.00000000   0.82749365 0   0.43496483   1.00000000 
184 2   0.00000000   0.04332780 1   0.86940183   0.00000000 
185 1   0.00000000   0.02585146 0   0.62138066   1.00000000 
185 1   0.02585146   0.54191860 0   0.54478461   1.00000000 
185 1   0.54191860   0.85284224 0   0.19500200   1.00000000 
185 2   0.00000000   0.64485711 0   0.36408736   1.00000000 
185 2   0.64485711   2.11349178 0   0.21626986   1.00000000 
185 2   2.11349178   2.23110411 1   0.84746119   1.00000000 
186 1   0.00000000   0.03967556 1   0.70843081   0.00000000 
186 2   0.00000000   0.02427163 1   0.57801165   0.00000000 
187 1   0.00000000   0.80894651 0   0.15457730   1.00000000 
187 2   0.00000000   0.32806417 1   0.95548437   0.00000000 
188 1   0.00000000   0.44814567 0   0.00276378   1.00000000 
188 1   0.44814567   0.49788634 0   0.45083204   1.00000000 
188 2   0.00000000   1.41295709 0   0.64902929   0.00000000 
189 1   0.00000000   0.03467327 1   0.04385482   0.00000000 
189 2   0.00000000   0.01465238 1   0.26067754   0.00000000 
190 1   0.00000000   0.47573794 0   0.93190034   1.00000000 
190 1   0.47573794   3.13059612 0   0.44896911   1.00000000 
190 2   0.00000000   1.32348453 0   0.49932004   0.00000000 
190 2   1.32348453   3.52991273 0   0.07190039   0.00000000 
191 1   0.00000000   0.33115591 1   0.83136355   0.00000000 
191 2   0.00000000   0.09862579 1   0.57385264   0.00000000 
192 1   0.00000000   0.11629701 1   0.95267380   0.00000000 
192 2   0.00000000   0.83028514 0   0.40595087   0.00000000 
193 1   0.00000000   1.67862089 0   0.14531128   0.00000000 
193 1   1.67862089   2.12326284 0   0.24663190   0.00000000 
193 1   2.12326284   2.40646781 0   0.14227225   0.00000000 
193 2   0.00000000   0.95417299 0   0.79470819   1.00000000 
194 1   0.00000000   1.59496671 0   0.65137524   1.00000000 
194 1   1.59496671   1.67439216 0   0.66366681   1.00000000 
194 2   0.00000000   0.98801852 0   0.40681908   1.00000000 
194 2   0.98801852   1.34804346 0   0.40835123   1.00000000 
195 1   0.00000000   1.41963539 0   0.95299068   1.00000000 
195 1   1.41963539   1.47299368 0   0.91440538   1.00000000 
195 2   0.00000000   0.54206165 0   0.85504785   1.00000000 
195 2   0.54206165   1.14712180 0   0.78913451   1.00000000 
196 1   0.00000000   0.33697810 0   0.70714066   0.00000000 
196 2   0.00000000   0.18641259 0   0.25911447   0.00000000 
196 2   0.18641259   0.29108029 0   0.93693622   0.00000000 
196 2   0.29108029   2.67665173 0   0.08701251   0.00000000 
197 1   0.00000000   0.23866003 1   0.74461716   0.00000000 
197 2   0.00000000   0.45043594 0   0.23630885   0.00000000 
197 2   0.45043594   0.66577254 1   0.64289661   0.00000000 
198 1   0.00000000   0.27802525 0   0.13346927   1.00000000 
198 1   0.27802525   0.28929361 1   0.21796844   1.00000000 
198 2   0.00000000   0.09849250 1   0.92226289   0.00000000 
199 1   0.00000000   0.89358164 1   0.74987437   0.00000000 
199 2   0.00000000   0.79034908 0   0.13721649   0.00000000 
199 2   0.79034908   2.23293861 0   0.19747407   0.00000000 
200 1   0.00000000   0.23631011 0   0.91600304   1.00000000 
200 1   0.23631011   1.22437055 0   0.26305413   1.00000000 
200 2   0.00000000   0.76961237 0   0.75485042   1.00000000 
200 2   0.76961237   2.87517221 0   0.77103335   1.00000000 
200 2   2.87517221   3.99163226 0   0.75751019   1.00000000 
